id,category_id,sku,ean13,name_it,name_en,name_fr,name_es,description_it,description_en,description_fr,description_es,description_short_it,description_short_en,description_short_fr,description_short_es,slug,price,wholesale_price,weight,width,height,depth,stock_quantity,active,brand,meta_title,meta_description,meta_keywords,image_url,created_at,updated_at,search_vector
72,11,NULL,NULL,CONNETTORE SCHEDA 6 POLI,MOTHERBOARD CONNECTOR - 6 POLES,CONNECTEUR 6 POLES POUR CARTE MÈRE,CONECTOR TARJETA 6 POLES,,,,,,,,,connettore-scheda-6-poli,2.00,,,,,,1,true,,connettore-scheda-6-poli,connettore-scheda-6-poli,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/connettore-scheda-6-poli.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:45.39004+00,'6':3A 'connettor':1A 'null':5A 'pol':4A 'sched':2A
73,11,NULL,NULL,CONNETTORE SCHEDA 4 POLI,MOTHERBOARD CONNECTOR - 4 POLES,CONNECTEUR 4 POLES POUR CARTE MÈRE,CONECTOR TARJETA 4 POLES,,,,,,,,,connettore-scheda-4-poli,2.00,,,,,,1,true,,connettore-scheda-4-poli,connettore-scheda-4-poli,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/connettore-scheda-4-poli.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:45.541113+00,'4':3A 'connettor':1A 'null':5A 'pol':4A 'sched':2A
74,11,NULL,NULL,CONNETTORE SCHEDA 3 POLI,MOTHERBOARD CONNECTOR - 3 POLES,CONNECTEUR 3 POLES POUR CARTE MÈRE,CONECTOR TARJETA 3 POLES,,,,,,,,,connettore-scheda-10-poli-74,2.00,,,,,,1,true,,,,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/connettore-scheda-3-poli.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:45.693646+00,'3':3A 'connettor':1A 'null':5A 'pol':4A 'sched':2A
75,11,NULL,NULL,CONNETTORE SCHEDA 2 POLI,MOTHERBOARD CONNECTOR - 2 POLES,CONNECTEUR 2 POLES POUR CARTE MÈRE,"CONECTOR TARJETA 2 POLES ",,,,,,,,,connettore-scheda-10-poli-75,2.00,,,,,,1,true,,,,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/connettore-scheda-2-poli.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:45.843869+00,'2':3A 'connettor':1A 'null':5A 'pol':4A 'sched':2A
76,11,NULL,NULL,"SCHEDA ELETTRONICA TIEMME SY8P-H01 ","MOTHER BOARD TIEMME SY8P-H01 ","CARTE ELECTRONIQUE TIEMME SY8P-H01 ","TARJETA ELECTRONICA TIEMME SY8P-H01 ",,,,,SCHEDA ELETTRONICA TIEMME PER STUFE IDRO,MOTHER BOARD TIEM FOR IDRO STOVE,CARTE ELECTRONIQUE TIEMME POUR POELE HYDRO,TARJETA ELECTRONICA PARA ESTUFA IDRO,scheda-elettronica-tiemme-sy8p-h01-,274.50,,,,,,1,true,,scheda elettronica tiemme sy8p-h01,scheda tiemme per stufa idro,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/scheda-elettronica-tiemme-sy8p-h01.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:45.999978+00,"'elettron':2A,9B 'h01':6A 'idro':13B 'null':7A 'sched':1A,8B 'stuf':12B 'sy8p':5A 'sy8p-h01':4A 'tiemm':3A,10B"
77,6,NULL,NULL,"MOTORE COCLEA PER STUFE A PELLET 1,5 RPM","AUGER MOTOR FOR PELLET STOVES 1.5 RPM  ","MOTORÉDUCTEUR POUR POÊLE À PELLET - MELLOR 1,5 RPM","MOTOR SINFIN PARA ESTUFAS DE PELLET MELLOR 1,5 RPM",,,,,"MOTORE COCLEA PER STUFE A PELLET  1,5 RPM

Diametro perno 9,5 mm 1,5 rpm

GGM","AUGER MOTOR FOR PELLET STOVES 1.5 RPM 
Pin diameter 9.5 mm 1.5 rpm
MELLOR","Diamètre de la goupille: 9,5 mm 1,5 rpm","Diametro arbol 9,5 mm 1,5 rpm

MELLOR",motoriduttore-per-stufe-a-pellet-mellor-77,121.45,,,,,,1,true,,motoriduttore per stufe a pellet,motoriduttore per stufe a pellet mellor,,https://www.ricambixstufe.it/ricambixstufe/585-home_default/motoriduttore-per-stufe-a-pellet-mellor.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'1':7A,17B,25B '5':8A,18B,23B,26B '9':22B 'cocle':2A,12B 'diametr':20B 'ggm':28B 'mm':24B 'motor':1A,11B 'null':10A 'pellet':6A,16B 'pern':21B 'rpm':9A,19B,27B 'stuf':4A,14B"
78,11,NULL,NULL,SENSORE DEBIMETRO CON CAVO CEZA,"CEZA DEBIMETER SENSOR WITH CABLE ",CAPTEUR DEBIMÈTRE CEZA AVEC CABLE,SENSOR DEBIMETRO CEZA CON CABLE,,,,,SENSORE ARIA COMBUSTIONE CEZA,CEZA COMBUSTION AIR SENSOR,CAPTEUR DE L'AIR DE COMBUSTION,SENSOR DEBIMETRO AIRE COMBUSTION  CEZA,sensore-debimetro-con-cavo-ceza,85.40,,,,,,1,true,,Sensore debimetro Ceza,sensore portata aria Ceza,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/schede-elettroniche-sensori/sensore-debimetro-con-cavo-ceza-2.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:46.162526+00,"'ari':8B 'cav':4A 'cez':5A,10B 'combustion':9B 'debimetr':2A 'null':6A 'sensor':1A,7B"
79,9,HT62656,NULL,"RESISTENZA ELETTRICA Ø 9,9 mm LUNGH.170MM W350 ATTACCO A FILETTO 3/8","ELECTRICAL RESISTANCE Ø 9,9 mm LENGTH 170mm 350w WITH THREAD 3/8","RÉSISTANCE ÉLECTRIQUE Ø 9,9 mm LONG.170mm 350w AVEC FILET 3/8","Resistencia Elèctrica  Ø 9,9 mm Long.170mm W350 con tuerca 3/8",,,,,"Diametro: 9,9 x170 mm. (sottobattuta raccordo)
350W-230V
Lunghezza cavi: 500 mm.
Con raccordo 3/8“ GAS

COMPATIBILE CON: LAMINOX

MARCA: HT","Diameter: 9,9 x 170 mm.
350W-230V
Cable Length: 500 mm.
With 3/8 ""GAS fitting.
COMPATIBLE WITH: LAMINOX","Diamètre: 9,9 x 170 mm (avec raccord)
350W-230V
Longueur du câble: 500 mm.
Avec raccord 3/8 ""GAS
COMPATIBLE AVEC: LAMINOX","Diametro: 9,9x170 mm. (tuerca bajo batida)
350W-230V
Longitud cables: 500 mm.
Con tuerca 3/8“ GAS

MARCA: HT",resistenza-elettrica-3-79,48.80,,,,,,1,true,,Resistenza elettrica,Resistenza elettrica per accensione,,https://www.ricambixstufe.it/ricambixstufe/237-home_default/resistenza-elettrica-3.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'230v':23B '3/8':12A,30B '350w':22B '350w-230v':21B '500':26B '9':4A,5A,15B,16B 'attacc':9A 'cav':25B 'compat':32B 'diametr':14B 'elettr':2A 'filett':11A 'gas':31B 'ht':36B 'ht62656':13A 'laminox':34B 'lungh.170mm':7A 'lunghezz':24B 'marc':35B 'mm':6A,18B,27B 'raccord':20B,29B 'resistent':1A 'sottobatt':19B 'w350':8A 'x170':17B 'ø':3A"
80,10,NULL,NULL,DISPLAY LED A 5 TASTI CEZA,5 BUTTONS CEZA LED DISPLAY,ECRAN LED À 5 TOUCHES CEZA,PANTALLA LED A 5 BOTONES CEZA,,,,,"Dimensione incasso: 16 x 4,5 cm.
Compatibile con schede Ceza","Built size: 16 x 4.5 cm.
Compatible with Ceza Mather boards","Dimension de L'encastre 16 x 4.5 cm.
Compatible avec les cartes Ceza","Dimensiones ingreso: 16 x 4,5 cm.
Es compatible con la tarjetas CEZA",display-lcd-a-6-tasticeza,97.11,,,,,,1,true,,Display Led 5 tasti Ceza,Display Led 5 tasti Ceza,,https://www.ricambixstufe.it/ricambixstufe/240-home_default/display-lcd-a-6-tasticeza.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'16':10B '4':12B '5':4A,13B 'cez':6A,18B 'cm':14B 'compat':15B 'dimension':8B 'display':1A 'incass':9B 'led':2A 'null':7A 'sched':17B 'tast':5A 'x':11B"
81,10,NULL,NULL,DISPLAY LED A 3 TASTI DUEPI,3 BUTTONS DUEPI LED DISPLAY,ECRAN LED À 3 TOUCHES DUEPI,PANTALLA LED A 3 BOTONES DUEPI,,,,,"Dimensione incasso: 16 x 4,5 cm.
Compatibile con schede DUEPI","Built size: 16 x 4.5 cm.
Compatible with DUEPI Mather boards","Dimension de L'encastre 16 x 4.5 cm.
Compatible avec les cartes DUEPI","Dimensiones ingreso: 16 x 4,5 cm.
Es compatible con la tarjetas DUEPI",display-lcd-a-6-tasticeza-81,35.00,,,,,,1,true,,Display Led 5 tasti Ceza,Display Led 5 tasti Ceza,,https://www.ricambixstufe.it/ricambixstufe/242-home_default/display-lcd-a-6-tasticeza.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'16':10B '3':4A '4':12B '5':13B 'cm':14B 'compat':15B 'dimension':8B 'display':1A 'duep':6A,18B 'incass':9B 'led':2A 'null':7A 'sched':17B 'tast':5A 'x':11B"
82,12,NULL,NULL,CAMERA POSTERIORE IN GHISA IDRO LAMINOX-EVACALOR,REAR CAMERA IN CAST IRON IDRO LAMINOX-EVA CALOR,CAMERA ARRIERE EN FONTE IDRO LAMINOX-EVA CALOR,CÁMARA POSTERIOR DE HIERRO IDRO LAMINOX-EVA CALOR,,,,,"MISURE, LARGHEZZA 30,5 CM X 39 CM",MEASURES 30.5 CM X 39 CM,"MESURES 30,5 CM X 39 CM","MEDIDAS 30,5 cm x 39 cm",camera-posteriore-in-ghisa-idro-laminox-evacalor,128.83,,,,,,1,true,,camera-posteriore-in-ghisa-idro-laminox-evacalor,camera-posteriore-in-ghisa-idro-laminox-evacalor,,https://www.ricambixstufe.it/ricambixstufe/245-home_default/camera-posteriore-in-ghisa-idro-laminox-evacalor.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'30':12B '39':16B '5':13B 'camer':1A 'cm':14B,17B 'evacalor':8A 'ghis':4A 'idro':5A 'laminox':7A 'laminox-evacalor':6A 'larghezz':11B 'misur':10B 'null':9A 'posterior':2A 'x':15B"
84,12,NULL,NULL,"BRACIERE COMPLETO STUFE EVACALOR 4 KW CAMILLA-MATILDE-GAIA-FLORA ",COMPLETE BRAZIER FOR 4 KW STOVES EVACALOR MATILDE-CAMILLA-GAIA-FLORA,BRASERO COMPLET POUR POELES EVACALOR 4 KW Matilde-Camilla-Gaia-Flora,BRASERO COMPLETO ESTUFAS EVACALOR 4 KW Matilde-Camilla-Adam,,,,,"BRACIERE COMPLETO STUFE 4KW
EVACALOR","COMPLETE BRAZIER FOR 4 KW STOVES
EVACALOR","BRASERO COMPLET POUR POELES 4 KW
EVACALOR","BRASERO COMPLETO ESTUFAS 4 KW
EVACALOR-PUNTOFUOCO",braciere-completo-stufe-6-7-8-kw-84,21.96,,,,,,1,true,,braciere completo stufe 6-7-8 kw evacalor,braciere completo stufe 6-7-8 kw evacalor,,https://www.ricambixstufe.it/ricambixstufe/251-home_default/braciere-completo-stufe-6-7-8-kw.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'4':5A '4kw':16B 'brac':1A,13B 'camill':8A 'camilla-matilde-gaia-flor':7A 'complet':2A,14B 'evacalor':4A,17B 'flor':11A 'gai':10A 'kw':6A 'matild':9A 'null':12A 'stuf':3A,15B"
85,12,NULL,NULL,BRACIERE STUFE 11-13  KW INOX  EVACALOR-PUNTOFUOCO,"BRAZIER INOX FOR 11 KW STOVES ",BRASERO INOX POELES 8-11 KW,BRASERO INOX ESTUFAS 11-13 KW,,,,,"BRACIERE INOX STUFE 11-13 KW
EVACALOR - PUNTOFUOCO","BRAZIER FOR 8-11 KW STOVES
EVACALOR","Brasero pour poeles 8-11 KW
EVACALOR","BRASERO ESTUFAS 11-13 KW
EVACALOR",braciere-stufe-8-11-kw-85,42.70,,,,,,1,true,,braciere stufe 8-11 kw evacalor,braciere stufe 8-11 kw evacalor,,https://www.ricambixstufe.it/ricambixstufe/259-home_default/braciere-stufe-8-11-kw.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'-13':4A,15B '11':3A,14B 'brac':1A,11B 'evacalor':8A,17B 'evacalor-puntofuoc':7A 'inox':6A,12B 'kw':5A,16B 'null':10A 'puntofuoc':9A,18B 'stuf':2A,13B"
86,12,NULL,NULL,BRACIERE 3 FORI IN ACCIAIO PER MOD. 6-8KW,BRAZIER 3 HOLES INOX STELL FOR MOD. 6-8KW,BRASERO 3 TROUS EN ACIER INOX - POELES 6-8 KW,BRASERO 3 AGUJEROS EN ACERO ESTUFAS 6-8KW,,,,,"Braciere in acciaio per mod. 6 e 8 kw, misura base forata 6 cm x 7 cm

COMPATIBILE CON ADLER-ECOTEK-CAMPBEL","INOX STEEL BRAZIER FOR 6-8KW STOVES ADLER-ECOTEK-CAMPBELL

Measuring perforated base 6 cm x 7 cm","BRASERO EN ACIER INOX - POELES 6-8KW ADLER-ECOTECK-CAMPBELL

Mesure de base perforée 6 cm x 7 cm","BRASERO 3 AGUJEROS EN ACERO ESTUFAS 6-8KW ADLER-ECOTECK-CAMPBELL

base perforada 6 cm x 7 cm",braciere-3-fori-in-acciaio-per-mod-6-8kw,78.00,,,,,,1,true,,braciere-3-fori-in-acciaio-per-mod-6-8kw,braciere-3-fori-in-acciaio-per-mod-6-8kw,,https://www.ricambixstufe.it/ricambixstufe/263-home_default/braciere-3-fori-in-acciaio-per-mod-6-8kw.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'-8':9A '3':2A '6':8A,17B,24B '7':27B '8':19B 'acciai':5A,14B 'adler':32B 'adler-ecotek-campbel':31B 'bas':22B 'brac':1A,12B 'campbel':34B 'cm':25B,28B 'compat':29B 'ecotek':33B 'for':3A,23B 'kw':10A,20B 'misur':21B 'mod':7A,16B 'null':11A 'x':26B"
87,12,NULL,NULL,BRACIERE IN ACCIAIO PER STUFE 11 (9) KW SLIM EVACALOR-PUNTOFUOCO,BRAZIER FOR SOLE-NADIA-ERIKA-PETRA EVACALOR STOVES,BRASERO SOLE-NADIA-ERIKA-PETRA EVACALOR,BRASERO SOLE-NADIA-ERIKA-PETRA EVACALOR,,,,,"BRACIERE IN ACCIAIO INOX STUFE 9 KW SLIM

NADIA-REBECCA-ERIKA-PETRA

EVACALOR-PUNTOFUOCO",INOX STEEL BRAZIER FOR 9 KW SLIM EVACALOR-PUNTOFUOCO STOVES,BRASERO EN ACIER INOX - POELES 9 KW SLIM EVACALOR-PUNTOFUOCO,BRACERO EN ACERO INOXIDABLE - POELES 9 KW SLIM EVACALOR-PUNTOFUOCO,braciere-nadia-sole-erika-petra-evacalor,48.80,,,,,,1,true,,braciere-nadia-sole-erika-petra-evacalor,braciere-nadia-sole-erika-petra-evacalor,,https://www.ricambixstufe.it/ricambixstufe/462-home_default/braciere-nadia-sole-erika-petra-evacalor.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'11':6A '9':7A,19B 'acciai':3A,16B 'brac':1A,14B 'erik':25B 'evacalor':11A,28B 'evacalor-puntofuoc':10A,27B 'inox':17B 'kw':8A,20B 'nad':23B 'nadia-rebecca-erika-petr':22B 'null':13A 'petr':26B 'puntofuoc':12A,29B 'rebecc':24B 'slim':9A,21B 'stuf':5A,18B"
88,14,NULL,NULL,FISCHER - SILICONE ACETICO ALTE TEMPERATURE - NERO,FISCHER - HIGH TEMPERATURE ACETIC SILICONE - BLACK,FISCHER - ACETIC HAUTE TEMPERATURE SILICONE - NOIR,FISCHER - ALTA TEMPERATURA ACÉTICO SILICONA - NEGRO,"Certificato per la sigillatura non strutturale di:

Facciate in ambito edile, lato interno e/o esterno, anche per clima freddo (es. pannelli prefabbricati in calcestruzzo)
Vetrate, anche per clima freddo

Adatto anche per la sigillatura di:

Giunti di piani cottura, forni e caminetti
Giunti di caldaie e forni industriali
Giunti di tubazioni e profili soggetti alle alte temperature
Griglie di ventilazione
Unità di condizionamento aria","Certified for non-structural sealing of:
Facades in the building, interior and / or exterior, even for cold weather (eg concrete prefabricated panels)
Stained glass, even for cold weather
Also suitable for sealing of:
Joints of hobs, ovens and fireplaces
Industrial boilers and industrial joints
Couplings of pipes and profiles subject to high temperatures
Ventilation grids
Air conditioning units","Certificat pour l'étanchéité non structurelle de:
Façades dans les bâtiments, à l'intérieur et / ou à l'extérieur, même pour le climat froid (par exemple. Precast Panneaux en béton)
Les vitraux, même par temps froid
Adapté pour assurer l'étanchéité également:
Une fois, fours et tables de cuisson cheminées
Joints des chaudières et des fours industriels
Les joints de tuyaux et profilés soumis à des températures élevées
Grilles de ventilation
les unités de conditionnement d'air","Certificado para el sellado no estructural de:
Fachadas en edificios, en el interior y / o exterior, incluso para el clima frío (por ejemplo. Precast paneles de hormigón)
Vidrieras, y por el clima frío
También es adecuado para el sellado de:
Una vez Estufas, hornos y chimeneas
Las juntas de calderas y hornos industriales
Las juntas de tubos y perfiles sometidos a altas temperaturas
rejillas de ventilación
unidades de aire acondicionado",La resistenza alle alte temperature fino a +315°C indica che SAT può essere utilizzato per giunti sottoposti ad alti stress termici,High temperature resistance up to + 315 ° C indicates that SAT can be used for high stressed joints,La résistance aux températures élevées jusqu'à + 315 ° C indique que le satellite peut être utilisé pour des joints soumis à une contrainte thermique élevée,La resistencia a las altas temperaturas de hasta + 315 ° C indica que el SAT se puede utilizar para las articulaciones sometidas a una alta tensión térmica,fischer-silicone-acetico-alte-temperature-nero,21.25,,,,,,1,true,,fischer-silicone-acetico-alte-temperature-nero,fischer-silicone-acetico-alte-temperature-nero,,https://www.ricambixstufe.it/ricambixstufe/269-home_default/fischer-silicone-acetico-alte-temperature-nero.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'+315':15B 'acet':3A 'adatt':59C 'alte':4A,11B,85C 'alti':27B 'ambit':39C 'ari':93C 'calcestruzz':53C 'caldai':74C 'caminett':71C 'certific':30C 'clim':47C,57C 'condizion':92C 'cottur':68C 'e/o':43C 'edil':40C 'es':49C 'esser':21B 'estern':44C 'fin':13B 'fischer':1A 'forn':69C,76C 'fredd':48C,58C 'giunt':24B,65C,72C,78C 'grigl':87C 'indic':17B 'industrial':77C 'intern':42C 'lat':41C 'ner':6A 'null':7A 'pannell':50C 'pian':67C 'prefabbric':51C 'profil':82C 'può':20B 'resistent':9B 'sat':19B 'sigillatur':33C,63C 'silicon':2A 'soggett':83C 'sottopost':25B 'stress':28B 'struttural':35C 'temperatur':5A,12B,86C 'termic':29B 'tubazion':80C 'unit':90C 'utilizz':22B 'ventil':89C 'vetr':54C"
89,16,NULL,NULL,COCLEA PER STUFE 6-9 KW SLIM NEW ATTACCO FEMMINA,AUGER FOR STOVES 6-9 KW SLIM NEW ATTACK FEMALE,VIS SANS FIN POELES 6-9 KW SLIM NEW ATTAQUE FEMELLE,SINFIN PARA ESTUFAS 6-9 KW SLIM NUEVO ATAQUE FEMININO,"COCLEA PER STUFE A PELLET: DIAMETRO 57mm LUNGHEZZA 16,5cm/ PERNO FEMMINA DIAMETRO 9mm LUNGHEZZA 2,5cm",,,,"COCLEA PER STUFE A PELLET: DIAMETRO 57mm LUNGHEZZA 16,5cm/ PERNO FEMMINA DIAMETRO 9mm LUNGHEZZA 2,5cm","PELLET STOVE AUGER: DIAMETER 57mm LENGTH 16,5cm / DIAMETER FEMALE PIN: 9mm LENGTH 2,5cm","VIS SANS FIN POELES 6-9 KW SLIM NEW ATTAQUE FEMELLE.  DIAMÈTRE 57mm LONGUEUR 16,5cm / DIAMÈTRE FEMELLE 9mm LONGUEUR 2,5cm","COCLEA PARA ESTUFAS 6-9 KW SLIM NUEVO ATAQUE FEMININO. DIAMETRO 57mm LONGITUD 16,5cm / DIAMETRO HEMBRA 9mm LONGITUD 2,5cm",coclea-per-stufe-6-9-kw-slim-new-attacco-femmina,62.95,45.00,,,,,1,true,,coclea-per-stufe-6-9-kw-slim-new-attacco-femmina,coclea-per-stufe-6-9-kw-slim-new-attacco-femmina,,https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/coclea-per-stufe-6-9-kw-slim-new-attacco-femmina.jpg,2026-03-27 11:34:24.476299+00,2026-04-02 10:47:46.383888+00,"'-9':5A '16':20B,37C '2':27B,44C '57mm':18B,35C '5cm':21B,28B,38C,45C '6':4A '9mm':25B,42C 'attacc':9A 'cocle':1A,12B,29C 'diametr':17B,24B,34C,41C 'femmin':10A,23B,40C 'kw':6A 'lunghezz':19B,26B,36C,43C 'new':8A 'null':11A 'pellet':16B,33C 'pern':22B,39C 'slim':7A 'stuf':3A,14B,31C"
90,16,NULL,NULL,COCLEA 9 KW NEW/ INSERTO ATTACCO FEMMINA,9 KW NEW AUGER/ INSERT FEMALE ATTACK,VIS SANS FIN 9 KW NEW/ INSERT - ATTAQUE FEMELLE,SINFIN 9 KW NUEVO/ INSERT ATAQUE FEMININA,"COCLEA PER STUFE A PELLET: DIAMETRO 57mm LUNGHEZZA 16,5cm/ PERNO FEMMINA DIAMETRO 9mm LUNGHEZZA 2,5cm",,,,"COCLEA PER STUFE A PELLET: DIAMETRO 57mm LUNGHEZZA 16,5cm/ PERNO FEMMINA DIAMETRO 9mm LUNGHEZZA 2,5cm","PELLET STOVE AUGER: DIAMETER 57mm LENGTH 16,5cm / DIAMETER FEMALE PIN: 9mm LENGTH 2,5cm","DIAMÈTRE 57mm LONGUEUR 16,5cm

DIAMÈTRE GOUPILLE FEMELLE 9mm LONGUEUR 2,5cm","COCLEA 9 KW NUEVO/ INSERT ATAQUE FEMININA

 DIAMETRO 57mm LONGITUD 16,5cm / DIAMETRO HEMBRA 9mm LONGITUD 2,5cm",coclea-9-kw-new-inserto-attacco-femmina,62.95,48.50,,,,,1,true,,coclea-9-kw-new-inserto-attacco-femmina,coclea-9-kw-new-inserto-attacco-femmina,,https://www.ricambixstufe.it/ricambixstufe/278-home_default/coclea-9-kw-new-inserto-attacco-femmina.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'16':17B,34C '2':24B,41C '57mm':15B,32C '5cm':18B,25B,35C,42C '9':2A '9mm':22B,39C 'attacc':6A 'cocle':1A,9B,26C 'diametr':14B,21B,31C,38C 'femmin':7A,20B,37C 'insert':5A 'kw':3A 'lunghezz':16B,23B,33C,40C 'new':4A 'null':8A 'pellet':13B,30C 'pern':19B,36C 'stuf':11B,28C"
91,16,NULL,NULL,COCLEA 4-11-13 kw ATTACCO FEMMINA +PIASTRA,SCREW 4-11-13 kw FEMALE ATTACK +PLATE,VIS SANS FIN 4-11-13 kw FEMELLE +PLAQUE,SINFIN 4-11-13 kw ATAQUE FEMININO +PLACA,"COCLEA PER STUFE A PELLET: DIAMETRO 55mm LUNGHEZZA 16,5cm/ PERNO FEMMINA DIAMETRO 9mm LUNGHEZZA 2,5cm",,,,"COCLEA PER STUFE A PELLET: DIAMETRO 55mm LUNGHEZZA 16,5cm/ PERNO FEMMINA DIAMETRO 9mm LUNGHEZZA 2,5cm","SCREW 4-11-13 kw FEMALE ATTACK +PLATE

DIAMETER 55mm LENGTH 16,5cm /  FEMALE PIN DIAMETER 9mm LENGTH 2,5cm","VIS SANS FIN 4-11-13 kw FEMELLE +PLAQUE

DIAMÈTRE 55mm LONGUEUR 16,5cm /  FEMELLE DIAMÈTRE 9mm LONGUEUR 2,5cm","COCLEA 4-11-13 kw ATAQUE FEMININO +PLACA

DIAMETRO 55m m LONGITUD 16.5cm / DIAMETRO HEMBRA 9m m LONGITUD 2.5cm",coclea-4-11-13-kw-attacco-femmina-piastra,79.30,58.00,,,,,1,true,,coclea-4-11-13-kw-attacco-femmina-piastra,coclea-4-11-13-kw-attacco-femmina-piastra,,https://www.ricambixstufe.it/ricambixstufe/281-home_default/coclea-4-11-13-kw-attacco-femmina-piastra.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'-11':3A '-13':4A '16':18B,35C '2':25B,42C '4':2A '55mm':16B,33C '5cm':19B,26B,36C,43C '9mm':23B,40C 'attacc':6A 'cocle':1A,10B,27C 'diametr':15B,22B,32C,39C 'femmin':7A,21B,38C 'kw':5A 'lunghezz':17B,24B,34C,41C 'null':9A 'pellet':14B,31C 'pern':20B,37C 'piastr':8A 'stuf':12B,29C"
92,16,NULL,NULL,COCLEA PER STUFE  ATTACCO MASCHIO,AUGER FOR STOVES  - MALE WITH PIN,VIS SANS FIN POUR POELES - ATTAQUE MALE,COCLEA PARA ESTUFAS ATAQUE MASCULINO,"COCLEA PER STUFE A PELLET: DIAMETRO 57mm LUNGHEZZA 37cm/ PERNO MASCHIO DIAMETRO 0,8mm LUNGHEZZA 3,5cm",,,,"COCLEA PER STUFE A PELLET: DIAMETRO 57mm LUNGHEZZA 37cm/ PERNO MASCHIO DIAMETRO 0,8mm LUNGHEZZA 3,5cm","PELLET STOVE AUGER: DIAMETER 57mm LENGTH 37cm /  MALE PIN DIAMETER 0,8mm LENGTH 3,5cm","VIS SANS FIN POUR POELES A PELLET - DIAMÈTRE 57mm LONGUEUR 37cm 

DIAMÈTRE GOUPILLE: 0,8mm LONGUEUR 3,5cm","COCLEA PARA ESTUFAS ATAQUE MASCULINO

DIAMETRO 57mm LONGITUD 37cm  

DIÁMETRO ALFILER 0,8mm LONGITUD 3,5cm",coclea-per-stufe-attacco-maschio,150.00,124.00,,,,,1,true,,coclea-per-stufe-attacco-maschio,coclea-per-stufe-attacco-maschio,,https://www.ricambixstufe.it/ricambixstufe/284-home_default/coclea-per-stufe-attacco-maschio.jpg,2026-03-27 11:34:24.476299+00,2026-03-27 11:34:24.476299+00,"'0':19B,36C '3':22B,39C '37cm':15B,32C '57mm':13B,30C '5cm':23B,40C '8mm':20B,37C 'attacc':4A 'cocle':1A,7B,24C 'diametr':12B,18B,29C,35C 'lunghezz':14B,21B,31C,38C 'masc':5A,17B,34C 'null':6A 'pellet':11B,28C 'pern':16B,33C 'stuf':3A,9B,26C"
